#ID_RSSD_PREDECESSOR,ID_RSSD_SUCCESSOR,D_DT_TRANS,TRNSFM_CD,ACCT_METHOD,DT_TRANS
28,75026,"01/01/1994 00:00:00",1,0,19940101
46,1003848,"10/01/1993 00:00:00",1,0,19931001
55,951951,"01/11/1982 00:00:00",1,0,19820111
64,1213683,"07/30/1988 00:00:00",50,0,19880730
82,41393,"01/01/2000 00:00:00",1,0,20000101
91,196873,"01/01/1995 00:00:00",1,0,19950101
130,617734,"02/15/1986 00:00:00",50,0,19860215
176,312271,"07/02/1990 00:00:00",50,0,19900702
185,798987,"07/12/1985 00:00:00",1,0,19850712
194,697594,"06/04/1990 00:00:00",1,0,19900604
233,887126,"01/01/1988 00:00:00",1,0,19880101
251,273457,"09/18/1993 00:00:00",1,0,19930918
288,407980,"10/24/1997 00:00:00",1,0,19971024
288,1899528,"10/24/1997 00:00:00",1,0,19971024
381,23184,"04/01/1994 00:00:00",1,0,19940401
439,507330,"08/17/2007 00:00:00",1,1,20070817
475,235491,"07/01/2011 00:00:00",1,0,20110701
484,384577,"10/01/1998 00:00:00",1,0,19981001
493,104092,"10/01/2005 00:00:00",1,0,20051001
532,182232,"06/29/1996 00:00:00",1,1,19960629
550,791456,"04/30/1988 00:00:00",1,0,19880430
578,1387753,"01/04/1997 00:00:00",1,0,19970104
587,28497,"06/01/1999 00:00:00",1,0,19990601
596,406095,"09/02/1997 00:00:00",1,0,19970902
608,40305,"03/25/2000 00:00:00",1,1,20000325
680,929893,"08/19/1983 00:00:00",1,0,19830819
699,67599,"06/01/1984 00:00:00",1,0,19840601
710,748601,"12/01/1982 00:00:00",1,0,19821201
738,565639,"05/25/1989 00:00:00",50,0,19890525
783,824877,"07/01/1988 00:00:00",1,0,19880701
868,126263,"04/16/1998 00:00:00",1,1,19980416
895,446185,"01/20/1995 00:00:00",1,0,19950120
934,800871,"04/01/1983 00:00:00",1,0,19830401
952,1454,"08/21/1993 00:00:00",1,0,19930821
970,242248,"10/01/1997 00:00:00",1,1,19971001
989,751786,"09/08/1983 00:00:00",1,0,19830908
998,187983,"05/07/2005 00:00:00",1,0,20050507
1070,713878,"08/24/1985 00:00:00",1,0,19850824
1146,369378,"04/23/2007 00:00:00",1,0,20070423
1182,265788,"02/04/2003 00:00:00",1,0,20030204
1258,212652,"07/14/1990 00:00:00",1,0,19900714
1285,378875,"09/30/1983 00:00:00",1,0,19830930
1342,978145,"11/05/1984 00:00:00",1,0,19841105
1388,468990,"01/01/1990 00:00:00",1,0,19900101
1397,770095,"09/30/2014 00:00:00",1,0,20140930
1472,512679,"06/01/1982 00:00:00",1,0,19820601
1481,935072,"01/31/1989 00:00:00",1,0,19890131
1490,78773,"10/30/1986 00:00:00",1,0,19861030
1557,246956,"02/12/2018 00:00:00",1,1,20180212
1584,710390,"11/30/1980 00:00:00",1,0,19801130
1593,427399,"01/01/2016 00:00:00",1,0,20160101
1632,395238,"06/01/2010 00:00:00",1,1,20100601
1650,66855,"10/09/1993 00:00:00",1,0,19931009
1678,575889,"10/01/2016 00:00:00",1,0,20161001
1687,685788,"12/31/2008 00:00:00",1,0,20081231
1735,3533,"07/01/1977 00:00:00",1,0,19770701
1744,256647,"04/19/1984 00:00:00",50,0,19840419
1753,3850,"09/30/1988 00:00:00",1,0,19880930
1771,53239,"05/12/1990 00:00:00",50,0,19900512
1780,372088,"06/30/1986 00:00:00",1,0,19860630
1801,147204,"06/23/1966 00:00:00",1,0,19660623
1810,266909,"08/19/1972 00:00:00",1,0,19720819
1829,811279,"04/08/2017 00:00:00",1,2,20170408
1847,317342,"05/30/1998 00:00:00",1,1,19980530
1874,722777,"08/28/1993 00:00:00",50,0,19930828
1883,275581,"04/01/1994 00:00:00",1,0,19940401
1959,805250,"03/22/2002 00:00:00",1,2,20020322
1986,490683,"02/04/1985 00:00:00",1,0,19850204
2040,962890,"07/01/2019 00:00:00",1,2,20190701
2086,68297,"06/17/1989 00:00:00",50,0,19890617
2095,887890,"07/01/1982 00:00:00",1,0,19820701
2125,62222,"12/17/1993 00:00:00",1,0,19931217
2170,736671,"01/31/1986 00:00:00",1,0,19860131
2189,486686,"01/31/1983 00:00:00",1,0,19830131
2237,371036,"01/02/1980 00:00:00",1,0,19800102
2255,633659,"08/11/2000 00:00:00",1,1,20000811
2273,217572,"02/04/1989 00:00:00",50,0,19890204
2312,447016,"01/03/1961 00:00:00",1,0,19610103
2330,887126,"03/27/1993 00:00:00",1,0,19930327
2358,324256,"05/21/1988 00:00:00",1,0,19880521
2367,177265,"10/01/1987 00:00:00",1,0,19871001
2376,229801,"12/01/2019 00:00:00",1,2,20191201
2385,643377,"07/25/1992 00:00:00",1,0,19920725
2451,1016259,"07/24/2010 00:00:00",50,0,20100724
2451,1400894,"07/24/2010 00:00:00",50,0,20100724
2509,1856455,"01/07/1991 00:00:00",50,0,19910107
2554,960551,"04/27/2019 00:00:00",1,1,20190427
2572,334590,"06/01/2012 00:00:00",1,0,20120601
2581,751674,"08/07/1982 00:00:00",1,0,19820807
2639,1017630,"01/03/1978 00:00:00",1,0,19780103
2648,504713,"05/28/1999 00:00:00",1,1,19990528
2657,6851,"06/17/1988 00:00:00",50,0,19880617
2675,722777,"08/01/1981 00:00:00",1,0,19810801
2723,127626,"11/03/1975 00:00:00",1,0,19751103
2787,419479,"10/01/1984 00:00:00",1,0,19841001
2826,767723,"11/08/1965 00:00:00",1,0,19651108
2871,793487,"10/01/1998 00:00:00",1,0,19981001
2899,150491,"12/01/2006 00:00:00",1,0,20061201
2901,129817,"01/01/1981 00:00:00",1,0,19810101
2938,395238,"06/01/2010 00:00:00",1,1,20100601
2956,564155,"12/30/2005 00:00:00",1,1,20051230
2983,453688,"04/30/2009 00:00:00",1,0,20090430
2992,225698,"02/01/1993 00:00:00",1,0,19930201
3038,372930,"09/01/1986 00:00:00",1,0,19860901
3056,279954,"04/01/1991 00:00:00",1,0,19910401
3083,831071,"08/01/1990 00:00:00",1,0,19900801
3092,737696,"01/01/1983 00:00:00",1,0,19830101
3140,726944,"06/26/1988 00:00:00",1,0,19880626
3177,85472,"12/01/2016 00:00:00",1,2,20161201
3186,115173,"10/15/1982 00:00:00",1,0,19821015
3195,50694,"05/16/1994 00:00:00",1,0,19940516
3234,79837,"08/14/1967 00:00:00",1,0,19670814
3289,82677,"09/01/1991 00:00:00",1,0,19910901
3391,554996,"06/01/1983 00:00:00",1,0,19830601
3476,870379,"06/01/1983 00:00:00",1,0,19830601
3485,499882,"04/01/2006 00:00:00",1,0,20060401
3494,173173,"06/01/2013 00:00:00",1,0,20130601
3506,497404,"01/01/2007 00:00:00",1,2,20070101
3533,147231,"09/04/1992 00:00:00",1,0,19920904
3579,1011526,"05/21/2005 00:00:00",1,2,20050521
3597,382078,"02/28/1996 00:00:00",1,0,19960228
3654,482156,"08/01/1996 00:00:00",1,2,19960801
3672,274070,"11/30/1969 00:00:00",1,0,19691130
3681,453987,"06/30/1987 00:00:00",1,0,19870630
3690,915298,"07/01/2002 00:00:00",1,0,20020701
3766,214151,"01/28/1988 00:00:00",1,0,19880128
3784,438096,"11/09/1987 00:00:00",1,0,19871109
3805,769204,"12/23/1975 00:00:00",1,0,19751223
3850,1998805,"10/31/1992 00:00:00",50,0,19921031
3878,148304,"02/08/1992 00:00:00",50,0,19920208
3887,807692,"07/01/1996 00:00:00",1,0,19960701
3908,229801,"12/31/1981 00:00:00",1,0,19811231
3935,1010930,"08/28/1989 00:00:00",1,0,19890828
3953,163857,"06/09/2012 00:00:00",50,0,20120609
4053,561659,"04/03/1999 00:00:00",1,2,19990403
4071,889876,"10/01/1982 00:00:00",1,0,19821001
4138,509811,"01/22/2011 00:00:00",1,1,20110122
4147,525549,"12/05/2006 00:00:00",1,2,20061205
4183,375977,"11/04/1983 00:00:00",1,0,19831104
4192,663692,"01/01/2018 00:00:00",1,0,20180101
4268,676656,"12/30/2000 00:00:00",1,2,20001230
4295,945277,"09/30/1990 00:00:00",1,0,19900930
4352,678753,"12/31/1987 00:00:00",1,0,19871231
4370,1857135,"12/23/1988 00:00:00",50,0,19881223
4398,981994,"10/01/1985 00:00:00",1,0,19851001
4437,2692753,"03/05/2016 00:00:00",1,1,20160305
4455,2857561,"12/18/1999 00:00:00",1,2,19991218
4473,909475,"11/26/1983 00:00:00",1,0,19831126
4482,882288,"11/01/2004 00:00:00",1,0,20041101
4491,88099,"01/01/1998 00:00:00",1,0,19980101
4549,636043,"02/13/1988 00:00:00",50,0,19880213
4558,601050,"07/01/1995 00:00:00",1,1,19950701
4679,434593,"10/01/2011 00:00:00",1,0,20111001
4718,82314,"02/01/1967 00:00:00",1,0,19670201
4736,1017630,"01/03/1978 00:00:00",1,0,19780103
4745,987231,"09/11/2004 00:00:00",1,2,20040911
4754,6851,"01/13/1989 00:00:00",50,0,19890113
4772,730071,"04/01/1984 00:00:00",1,0,19840401
4790,535191,"10/01/1987 00:00:00",1,0,19871001
4839,936136,"04/20/2018 00:00:00",1,2,20180420
4884,320780,"08/01/2015 00:00:00",1,0,20150801
4923,115025,"03/09/1991 00:00:00",1,0,19910309
4969,753267,"03/31/1980 00:00:00",1,0,19800331
4978,636173,"10/01/2000 00:00:00",1,0,20001001
4987,263485,"01/01/2002 00:00:00",1,0,20020101
4996,562795,"11/30/1998 00:00:00",1,0,19981130
5005,618807,"11/24/2013 00:00:00",1,1,20131124
5023,440325,"12/31/1977 00:00:00",1,0,19771231
5050,450856,"04/01/2006 00:00:00",1,2,20060401
5087,477077,"09/22/1989 00:00:00",1,0,19890922
5153,993054,"02/21/1984 00:00:00",1,0,19840221
5180,549787,"05/08/1985 00:00:00",1,0,19850508
5199,281498,"12/31/2015 00:00:00",1,0,20151231
5238,298133,"12/01/1984 00:00:00",1,0,19841201
5247,75633,"02/18/2006 00:00:00",1,1,20060218
5256,214151,"11/14/1988 00:00:00",1,0,19881114
5274,116871,"07/11/2006 00:00:00",1,0,20060711
5331,3216017,"12/12/2012 00:00:00",1,2,20121212
5377,480228,"12/02/1999 00:00:00",1,1,19991202
5395,491297,"09/04/1984 00:00:00",1,0,19840904
5425,47920,"12/31/1979 00:00:00",1,0,19791231
5452,983448,"04/01/2001 00:00:00",1,1,20010401
5470,175980,"12/01/2010 00:00:00",1,0,20101201
5555,647254,"01/01/1997 00:00:00",1,1,19970101
5564,177265,"02/04/1995 00:00:00",1,1,19950204
5582,739971,"10/01/1982 00:00:00",1,0,19821001
5591,971678,"02/26/1981 00:00:00",1,0,19810226
5658,90551,"10/06/1989 00:00:00",1,0,19891006
5676,983774,"06/30/1990 00:00:00",1,0,19900630
5685,98191,"12/07/1982 00:00:00",1,0,19821207
5742,132442,"12/03/1988 00:00:00",1,0,19881203
5845,517843,"11/01/1989 00:00:00",1,0,19891101
5863,89555,"06/25/1994 00:00:00",1,0,19940625
5890,232098,"05/01/2003 00:00:00",1,0,20030501
5939,852320,"06/12/2004 00:00:00",1,2,20040612
5957,3850,"09/30/1988 00:00:00",1,0,19880930
5975,816573,"12/11/1981 00:00:00",1,0,19811211
5984,34470,"02/14/2015 00:00:00",1,0,20150214
6002,808402,"04/25/1981 00:00:00",1,0,19810425
6057,490843,"03/27/2008 00:00:00",1,1,20080327
6084,765185,"12/30/1995 00:00:00",1,0,19951230
6105,406808,"12/22/1969 00:00:00",1,0,19691222
6141,99442,"03/01/2018 00:00:00",1,2,20180301
6150,71756,"02/22/1986 00:00:00",50,0,19860222
6178,802129,"06/01/2001 00:00:00",1,1,20010601
6187,651596,"06/01/2010 00:00:00",1,0,20100601
6196,329475,"10/19/1994 00:00:00",1,0,19941019
6217,631507,"12/18/1981 00:00:00",50,0,19811218
6235,675332,"01/01/2000 00:00:00",1,1,20000101
6253,579252,"03/24/2000 00:00:00",1,1,20000324
6299,887890,"10/01/1989 00:00:00",1,0,19891001
6338,557933,"09/30/1986 00:00:00",1,0,19860930
6347,953245,"06/09/1966 00:00:00",1,0,19660609
6365,98155,"01/01/1996 00:00:00",1,1,19960101
6392,116778,"10/31/2004 00:00:00",1,0,20041031
6477,1009970,"08/01/1984 00:00:00",1,0,19840801
6495,630993,"07/01/1985 00:00:00",1,0,19850701
6534,575423,"09/01/1987 00:00:00",1,0,19870901
6543,208244,"12/14/1990 00:00:00",1,0,19901214
6552,1228034,"01/28/1994 00:00:00",1,0,19940128
6570,241474,"07/11/1982 00:00:00",1,0,19820711
6589,83179,"09/09/1984 00:00:00",1,0,19840909
6598,1018927,"10/01/2001 00:00:00",1,0,20011001
6646,725545,"12/23/1982 00:00:00",1,0,19821223
6655,1166435,"03/17/1989 00:00:00",50,0,19890317
6721,75026,"10/09/1999 00:00:00",1,1,19991009
6776,520290,"07/01/1996 00:00:00",1,0,19960701
6785,796488,"08/31/1996 00:00:00",1,0,19960831
6794,289896,"07/01/1988 00:00:00",1,0,19880701
6815,138211,"03/31/2001 00:00:00",1,1,20010331
6842,413646,"07/15/2002 00:00:00",1,1,20020715
6851,278854,"11/01/1989 00:00:00",1,0,19891101
6879,933078,"11/01/1982 00:00:00",1,0,19821101
6954,913856,"04/12/1999 00:00:00",1,1,19990412
6972,741871,"03/01/2012 00:00:00",1,2,20120301
6990,4893,"01/01/2010 00:00:00",1,0,20100101
7018,298508,"01/19/1996 00:00:00",1,1,19960119
7036,727138,"09/26/1998 00:00:00",1,1,19980926
7054,360852,"06/11/1994 00:00:00",1,0,19940611
7081,327994,"01/01/2005 00:00:00",1,0,20050101
7090,662396,"05/16/1985 00:00:00",1,0,19850516
7157,3041358,"09/09/2017 00:00:00",1,2,20170909
7166,143662,"06/03/2006 00:00:00",1,2,20060603
7193,876492,"08/02/2004 00:00:00",1,0,20040802
7223,451125,"02/01/1967 00:00:00",1,0,19670201
7232,675332,"05/24/1991 00:00:00",1,0,19910524
7241,964344,"06/26/1993 00:00:00",1,0,19930626
7353,1998636,"10/31/1992 00:00:00",50,0,19921031
7371,941578,"07/01/1982 00:00:00",1,0,19820701
7380,321198,"02/16/1981 00:00:00",1,0,19810216
7399,148890,"06/01/1996 00:00:00",1,0,19960601
7492,392086,"04/01/1986 00:00:00",1,0,19860401
7568,24864,"07/27/1991 00:00:00",1,0,19910727
7577,688396,"04/01/1984 00:00:00",1,0,19840401
7586,897684,"10/01/1989 00:00:00",1,0,19891001
7595,150491,"07/01/2005 00:00:00",1,0,20050701
7652,433251,"12/31/1996 00:00:00",1,1,19961231
7670,30874,"07/01/1981 00:00:00",1,0,19810701
7698,684996,"07/01/2012 00:00:00",1,0,20120701
7737,147231,"09/04/1992 00:00:00",1,0,19920904
7755,74355,"08/21/1987 00:00:00",50,0,19870821
7773,852320,"09/14/1991 00:00:00",1,0,19910914
7782,879680,"04/01/1986 00:00:00",1,0,19860401
7849,665043,"03/01/1987 00:00:00",1,0,19870301
7858,482156,"09/26/1986 00:00:00",50,0,19860926
7885,148881,"04/01/1996 00:00:00",1,0,19960401
7933,838931,"12/31/1991 00:00:00",1,0,19911231
7960,1411519,"08/25/1989 00:00:00",50,0,19890825
7988,722674,"10/20/1981 00:00:00",1,0,19811020
8051,172952,"05/01/1989 00:00:00",1,0,19890501
8060,26363,"12/17/1973 00:00:00",1,0,19731217
8079,146579,"01/15/1982 00:00:00",1,0,19820115
8097,109574,"12/16/2008 00:00:00",1,2,20081216
8145,340340,"06/01/1973 00:00:00",1,0,19730601
8154,813844,"02/22/2003 00:00:00",1,1,20030222
8181,499275,"01/01/2005 00:00:00",1,0,20050101
8190,53097,"03/30/2013 00:00:00",1,0,20130330
8257,67852,"05/15/1999 00:00:00",1,1,19990515
8275,745477,"03/01/1981 00:00:00",1,0,19810301
8284,439477,"02/01/1990 00:00:00",1,0,19900201
8332,157539,"06/15/1984 00:00:00",50,0,19840615
8387,953384,"11/27/1990 00:00:00",1,0,19901127
8396,894393,"06/08/1982 00:00:00",1,0,19820608
8417,852218,"10/21/2006 00:00:00",1,1,20061021
8471,82891,"06/01/2004 00:00:00",1,0,20040601
8480,903473,"01/01/2019 00:00:00",1,0,20190101
8499,127493,"06/01/1998 00:00:00",1,0,19980601
8547,165628,"03/19/2005 00:00:00",1,1,20050319
8556,978154,"01/03/1995 00:00:00",1,0,19950103
8574,559777,"08/01/1998 00:00:00",1,2,19980801
8583,702975,"09/01/2012 00:00:00",1,0,20120901
8659,525053,"04/05/1985 00:00:00",50,0,19850405
8677,1217131,"08/19/1988 00:00:00",50,0,19880819
8752,474759,"07/02/1960 00:00:00",1,0,19600702
8761,195960,"03/28/1980 00:00:00",1,0,19800328
8789,609784,"01/01/1990 00:00:00",1,0,19900101
8837,438238,"03/18/1981 00:00:00",50,0,19810318
8855,2060594,"05/01/2001 00:00:00",1,2,20010501
8873,263588,"12/02/1991 00:00:00",1,0,19911202
8882,345699,"12/31/1985 00:00:00",1,0,19851231
8976,779575,"04/01/1981 00:00:00",1,0,19810401
8985,504580,"01/01/2017 00:00:00",1,0,20170101
8994,273082,"02/01/1996 00:00:00",1,0,19960201
9076,604079,"08/01/1980 00:00:00",1,0,19800801
9085,446185,"08/18/2003 00:00:00",1,0,20030818
9115,363415,"06/01/2004 00:00:00",1,1,20040601
9133,946724,"06/06/1994 00:00:00",1,0,19940606
9142,23241,"06/29/1987 00:00:00",1,0,19870629
9160,2688895,"07/12/2003 00:00:00",1,2,20030712
9188,897095,"07/01/2008 00:00:00",1,0,20080701
9197,947673,"09/30/1998 00:00:00",1,0,19980930
9272,373861,"10/08/1983 00:00:00",50,0,19831008
9281,472698,"06/01/1993 00:00:00",1,0,19930601
9339,1017939,"12/01/2002 00:00:00",1,1,20021201
9384,253981,"11/01/2000 00:00:00",1,0,20001101
9393,119685,"10/01/1988 00:00:00",1,0,19881001
9441,226930,"03/22/1997 00:00:00",1,1,19970322
9450,1216125,"04/21/1989 00:00:00",50,0,19890421
9478,419152,"11/17/2000 00:00:00",1,2,20001117
9487,743482,"06/27/1983 00:00:00",1,0,19830627
9496,744078,"12/04/1990 00:00:00",1,0,19901204
9580,980698,"07/01/1987 00:00:00",1,0,19870701
9674,357674,"07/12/1982 00:00:00",1,0,19820712
9692,110794,"04/25/1988 00:00:00",1,0,19880425
9713,102016,"11/07/1966 00:00:00",1,0,19661107
9759,708959,"12/23/1992 00:00:00",1,0,19921223
9777,634571,"11/30/1983 00:00:00",1,0,19831130
9786,1007686,"04/01/1989 00:00:00",1,0,19890401
9834,845135,"11/25/1977 00:00:00",1,0,19771125
9852,893752,"09/21/1987 00:00:00",50,0,19870921
9870,423355,"01/01/1998 00:00:00",1,1,19980101
9889,364588,"08/01/2004 00:00:00",1,0,20040801
9946,896445,"04/09/1994 00:00:00",1,0,19940409
10009,240208,"03/22/1980 00:00:00",1,0,19800322
10054,67852,"04/16/1993 00:00:00",1,0,19930416
10072,37976,"10/01/1983 00:00:00",1,0,19831001
10090,256786,"10/02/1982 00:00:00",1,0,19821002
10157,482156,"09/11/2010 00:00:00",1,2,20100911
10193,101390,"10/01/1987 00:00:00",1,0,19871001
10232,372930,"05/31/1984 00:00:00",1,0,19840531
10278,736671,"03/31/1991 00:00:00",1,0,19910331
10287,863399,"12/31/2009 00:00:00",1,0,20091231
10296,205588,"06/01/1980 00:00:00",1,0,19800601
10353,3850,"09/30/1988 00:00:00",1,0,19880930
10371,330275,"12/27/1980 00:00:00",1,0,19801227
10380,292999,"02/01/1990 00:00:00",1,0,19900201
10399,505989,"10/01/2014 00:00:00",1,0,20141001
10429,817824,"10/27/1973 00:00:00",1,0,19731027
10438,766427,"08/25/1995 00:00:00",1,1,19950825
10447,2038557,"05/01/1993 00:00:00",1,0,19930501
10456,155759,"10/19/1985 00:00:00",50,0,19851019
10474,513171,"09/04/1982 00:00:00",1,0,19820904
10483,228185,"12/02/1985 00:00:00",1,0,19851202
10531,400637,"12/01/1984 00:00:00",1,0,19841201
10540,182746,"08/01/1990 00:00:00",1,0,19900801
10559,984351,"07/23/1994 00:00:00",1,0,19940723
10577,143662,"12/31/2001 00:00:00",1,1,20011231
10634,888833,"07/10/1995 00:00:00",1,1,19950710
10670,117485,"10/01/2010 00:00:00",1,0,20101001
10689,601087,"09/17/1984 00:00:00",1,0,19840917
10698,974286,"07/22/1983 00:00:00",1,0,19830722
10737,351038,"03/21/1983 00:00:00",1,0,19830321
10746,710532,"09/25/1995 00:00:00",1,1,19950925
10755,144258,"06/05/1987 00:00:00",50,0,19870605
10773,794037,"04/09/1994 00:00:00",50,0,19940409
10791,486592,"05/01/1987 00:00:00",1,0,19870501
10821,178020,"08/20/1962 00:00:00",1,0,19620820
10858,527954,"03/31/2014 00:00:00",1,1,20140331
10933,206633,"01/01/1994 00:00:00",1,0,19940101
10951,46754,"04/10/1989 00:00:00",1,0,19890410
10979,941493,"03/01/1985 00:00:00",1,0,19850301
10988,949686,"01/31/1991 00:00:00",1,0,19910131
10997,110794,"11/17/1990 00:00:00",1,0,19901117
11088,155085,"01/01/1992 00:00:00",1,0,19920101
11097,39970,"04/01/1996 00:00:00",1,0,19960401
11181,324283,"10/31/2018 00:00:00",1,0,20181031
11275,416245,"11/05/2016 00:00:00",1,2,20161105
11284,800189,"05/01/1986 00:00:00",1,0,19860501
11293,547596,"01/29/2005 00:00:00",1,0,20050129
11341,895541,"06/01/1985 00:00:00",50,0,19850601
11350,654252,"09/07/2002 00:00:00",1,1,20020907
11396,262693,"04/01/1986 00:00:00",1,0,19860401
11499,195997,"07/01/2015 00:00:00",1,0,20150701
11556,626446,"10/24/1996 00:00:00",1,1,19961024
11565,349763,"10/09/1967 00:00:00",1,0,19671009
11574,13774,"12/31/1980 00:00:00",1,0,19801231
11583,334796,"07/17/2009 00:00:00",1,0,20090717
11631,89537,"05/01/1978 00:00:00",1,0,19780501
11659,553551,"10/29/1993 00:00:00",1,0,19931029
11677,734408,"07/09/1994 00:00:00",50,0,19940709
11677,1000409,"07/09/1994 00:00:00",50,0,19940709
11686,3827794,"07/17/2008 00:00:00",50,0,20080717
11752,991555,"01/02/1996 00:00:00",1,1,19960102
11789,441984,"05/01/1987 00:00:00",1,0,19870501
11798,572495,"04/01/1989 00:00:00",1,0,19890401
11846,54544,"04/01/1990 00:00:00",1,0,19900401
11855,920854,"07/01/1996 00:00:00",1,2,19960701
11864,765756,"02/01/1996 00:00:00",1,1,19960201
11873,278377,"01/27/1992 00:00:00",1,0,19920127
11882,780085,"10/01/2005 00:00:00",1,0,20051001
11891,425199,"09/17/1993 00:00:00",1,0,19930917
11958,3850,"09/30/1988 00:00:00",1,0,19880930
11976,438377,"11/01/1982 00:00:00",1,0,19821101
11985,934785,"01/02/1984 00:00:00",1,0,19840102
11994,603296,"03/06/2006 00:00:00",1,0,20060306
12058,386852,"08/09/2008 00:00:00",1,1,20080809
12085,290986,"05/31/1997 00:00:00",1,0,19970531
12179,320070,"08/31/2019 00:00:00",1,2,20190831
12245,598048,"10/25/2014 00:00:00",1,2,20141025
12254,615459,"06/09/2000 00:00:00",1,1,20000609
12290,40798,"06/30/2012 00:00:00",1,0,20120630
12320,336325,"06/02/1969 00:00:00",1,0,19690602
12357,85258,"05/01/2004 00:00:00",1,2,20040501
12366,11864,"03/07/1986 00:00:00",50,0,19860307
12375,278377,"03/17/1992 00:00:00",1,0,19920317
12384,774598,"05/01/2008 00:00:00",1,0,20080501
12393,53677,"01/31/1994 00:00:00",1,0,19940131
12405,702117,"11/09/2001 00:00:00",1,2,20011109
12487,253392,"03/01/2007 00:00:00",1,0,20070301
12496,368492,"04/15/1987 00:00:00",1,0,19870415
12535,1013623,"10/19/1990 00:00:00",1,0,19901019
12562,133869,"08/29/1980 00:00:00",1,0,19800829
12571,1002878,"04/12/1983 00:00:00",1,0,19830412
12629,47920,"12/31/1979 00:00:00",1,0,19791231
12638,400637,"01/03/1966 00:00:00",1,0,19660103
12731,366238,"12/31/1984 00:00:00",1,0,19841231
12759,837354,"07/01/1997 00:00:00",1,1,19970701
12777,275590,"12/14/2012 00:00:00",1,0,20121214
12786,167471,"11/09/1993 00:00:00",1,0,19931109
12795,414894,"02/01/2011 00:00:00",1,0,20110201
12834,888534,"07/01/1994 00:00:00",1,0,19940701
12843,2648,"04/24/1995 00:00:00",1,1,19950424
12852,1411519,"12/01/1989 00:00:00",50,0,19891201
12870,88370,"09/01/1980 00:00:00",1,0,19800901
12937,2239288,"05/24/2019 00:00:00",1,2,20190524
12955,3614837,"05/06/2017 00:00:00",1,2,20170506
12991,912792,"04/01/2007 00:00:00",1,0,20070401
13019,970514,"12/20/1982 00:00:00",1,0,19821220
13037,2692753,"04/09/2011 00:00:00",1,1,20110409
13046,756147,"11/22/1986 00:00:00",1,0,19861122
13055,604378,"10/09/1998 00:00:00",1,0,19981009
13064,556860,"06/27/1964 00:00:00",1,0,19640627
13073,682376,"08/01/1982 00:00:00",1,0,19820801
13091,494298,"03/10/1983 00:00:00",1,0,19830310
13149,52755,"10/01/1995 00:00:00",1,1,19951001
13158,48057,"02/01/1993 00:00:00",1,0,19930201
13176,1457003,"05/09/2000 00:00:00",1,1,20000509
13288,881188,"09/05/1991 00:00:00",1,0,19910905
13297,238791,"02/03/2020 00:00:00",1,0,20200203
13309,76117,"07/15/2004 00:00:00",1,0,20040715
13354,1363270,"04/18/1998 00:00:00",1,2,19980418
13372,423355,"06/22/2002 00:00:00",1,1,20020622
13381,477488,"04/02/1988 00:00:00",1,0,19880402
13439,81634,"06/14/1997 00:00:00",1,1,19970614
13484,592091,"12/29/1990 00:00:00",1,0,19901229
13493,912792,"03/01/2001 00:00:00",1,0,20010301
13541,12311,"09/30/1997 00:00:00",1,1,19970930
13596,114998,"07/02/1990 00:00:00",1,0,19900702
13617,111317,"01/01/1992 00:00:00",1,0,19920101
13644,936341,"09/01/1964 00:00:00",1,0,19640901
13653,498054,"01/21/1997 00:00:00",1,1,19970121
13662,231961,"06/19/1993 00:00:00",50,0,19930619
13671,30874,"11/01/1982 00:00:00",1,0,19821101
13680,115173,"05/01/2004 00:00:00",1,0,20040501
13699,972983,"05/01/2003 00:00:00",1,0,20030501
13756,902355,"10/06/1989 00:00:00",1,0,19891006
13774,231671,"04/01/1984 00:00:00",1,0,19840401
13783,554978,"08/14/1991 00:00:00",1,0,19910814
13792,953384,"12/01/1984 00:00:00",1,0,19841201
13840,675248,"12/08/1970 00:00:00",1,0,19701208
13859,349053,"12/20/1996 00:00:00",1,1,19961220
13895,664194,"01/01/1999 00:00:00",1,0,19990101
13952,141556,"12/01/1990 00:00:00",50,0,19901201
13961,989253,"08/31/1990 00:00:00",50,0,19900831
13970,242574,"01/01/1985 00:00:00",1,0,19850101
13989,563970,"02/01/2013 00:00:00",1,0,20130201
13998,286895,"03/01/2003 00:00:00",1,0,20030301
14025,108522,"04/18/1986 00:00:00",1,0,19860418
14043,682143,"07/02/1962 00:00:00",1,0,19620702
14052,132554,"10/01/2018 00:00:00",1,2,20181001
14098,506098,"01/01/1991 00:00:00",1,0,19910101
14119,786612,"01/01/1985 00:00:00",1,0,19850101
14137,787431,"11/30/1983 00:00:00",1,0,19831130
14173,885579,"11/30/1989 00:00:00",1,0,19891130
14182,67085,"02/01/1990 00:00:00",1,0,19900201
14191,101194,"12/01/2013 00:00:00",1,0,20131201
14258,451965,"10/18/2008 00:00:00",1,1,20081018
14276,1003606,"01/04/1996 00:00:00",1,2,19960104
14285,272281,"12/10/1987 00:00:00",1,0,19871210
14294,292485,"04/30/1986 00:00:00",1,0,19860430
14388,3289,"05/15/1989 00:00:00",1,0,19890515
14397,789097,"01/01/1986 00:00:00",1,0,19860101
14409,3303298,"09/01/2007 00:00:00",1,1,20070901
14454,861658,"02/12/2011 00:00:00",1,1,20110212
14463,1415599,"05/10/1991 00:00:00",1,0,19910510
14481,284378,"07/01/1982 00:00:00",1,0,19820701
14490,329699,"02/01/2001 00:00:00",1,0,20010201
